Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,2.016390085,2.00632,2.088439941,,,,,,2.361419916,2.593400002,2.081909895,2.593869925,2.371020079,2.210000038,1.849060059,,,1.581120014,2.207250118,2.551189899,2.3,1.83,2.6,2.4,2.5,2.5,2.3,2.32,,
"Gambia, The",GMB,,,,,,,,,,,,,,,,4.295149803,3.484730005,,,2.974090099,2.825839996,3.780610085,1.169839978,,,2.553560019,2.566279888,,,1.565129995,1.465870023,1.158100009,1.44291997,1.363379955,0.622470021,0.691879988,0.751630008,0.81686002,2.181299925,1.908139944,2.563220024,2.5,2.64,1.8,2.2,2.2,2.0,,2.42,,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.246170044,,,,,,,,,,,1.860820055,1.9,2.00,2.1,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.187979937,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,1.546499968,1.302459955,,1.112619996,1.336089969,1.46085,1.448250055,1.493729949,1.685700059,,,1.692800045,1.686840057,1.688680053,1.810029984,,1.83336997,1.834210038,1.868939996,2.015460014,2.046080112,1.934329987,,,,,,,2.892560005,3.027729988,3.230190039,3.364579916,3.424309969,3.429339886,3.667190075,3.963959932,,,,,,,,,,,,,,,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.926739931,,,,,,,,,,,,,,3.2,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,1.858719945,2.025540113,,,,,1.62729001,,,,,,,,,,,,,,,,,1.665750027,1.43998003,1.604799986,1.563699961,,,,,,,,,,2.984009981,3.03873992,3.184540033,,2.803060055,2.9,2.96,2.9,3.0,3.0,2.9,3.0,3.14,3.21,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,4.328979969,,,,,,,7.088729858,,9.377869606,,,,8.253470421,7.227479935,,,,,,,,,,3.724450111,3.609339952,,,,8.561059952,8.484149933,8.397299767,8.365539551,6.955900192,5.51293993,8.139730453,5.089250088,3.752619982,,3.302740097,3.638550043,3.6,3.18,,5.8,5.2,6.1,6.2,5.49,,
High income,HIC,,,,,4.362174988,4.668990135,4.607029915,,4.532529831,4.477369785,4.825749874,4.833360195,5.046060085,4.855609894,,,4.780120134,4.577129841,4.509140015,,,4.785869837,,5.180719852,4.953065157,4.764920235,4.748290062,,4.501219988,4.567140102,4.672405005,4.931009769,4.805900097,4.804669857,4.869240046,4.891744852,4.78537488,4.67413497,4.851264954,5.074319839,5.312739849,5.0,4.84,5.0,5.1,5.0,5.0,4.9,,,
"Hong Kong SAR, China",HKG,,2.368149996,2.295609951,2.183370113,2.360290051,2.449199915,2.4333601,2.21923995,2.322550058,,2.192140102,2.271729946,1.669829965,2.57859993,2.581690073,2.558969975,,,,,2.466089964,,2.828200102,,,,2.728310108,,,,,3.903700113,4.015540123,4.285299778,4.558959961,4.134630203,3.842789888,3.454550028,3.260629892,4.392129898,3.510030031,3.4,3.51,3.8,3.6,3.3,3.3,3.3,3.33,3.81,
Honduras,HND,,,,,,,,,2.019049883,2.012989998,1.936360002,,,,,,,,,,,,,,2.512639999,2.617449999,,,,,,,,,,,,,,,,,,5.9,7.1,6.4,,,6.07,,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.819469929,2.593400002,2.70720005,2.636595011,,3.02925992,3.023475051,,,2.759285092,3.232720017,3.502229929,3.3,3.21,3.4,3.9,3.7,3.1,3.8,3.55,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.819780111,3.864379883,3.81904006,,,3.965199947,4.281829834,4.391839981,4.242040157,4.2,,4.6,,,,3.9,,,
Haiti,HTI,,,,,,,,,,,,1.393740058,1.079540014,1.022210002,0.986190021,0.969290018,,,,,,1.073989987,,,,,,,,,,,,,,,,,,,,,,,3.0,3.2,2.4,2.7,2.78,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,5.879399776,6.079569817,5.919589996,5.834889889,4.847489834,4.334750175,,4.408649921,4.56704998,4.868400097,4.931009769,5.179230213,5.791150093,5.335859776,5.330920219,5.296080112,5.143050194,4.973589897,4.958040237,4.761209965,4.6,4.16,4.2,4.6,4.5,4.7,4.7,,,
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499609947,,,4.216274977,3.901460052,3.771124959,3.785075068,3.864379883,3.698850036,3.899299979,3.903460026,3.824904919,4.162065029,4.483980179,4.242040157,4.2,3.87,4.1,,,4.4,4.3,,,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.764919996,3.430170059,3.503420115,3.386080027,3.458904982,3.348845005,3.512130022,3.669059992,3.60984993,3.926270008,4.253469944,3.882390022,3.8,3.69,3.8,4.1,4.1,4.0,4.1,,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.856389999,2.593400002,2.903909922,2.825220108,,3.02925992,3.309639931,,,3.34442997,3.356019974,3.521014929,3.1,3.48,3.5,4.0,3.9,3.4,4.0,3.70,,
IDA blend,IDB,,3.504845023,3.920114875,,,4.334905028,,,,,3.966029882,,,3.821185112,3.913664937,,,,,4.342339993,,,4.413450003,,6.148569822,,,,,,,,,,2.650884986,2.468445063,,,,,4.250940084,,5.51,5.5,5.3,4.9,5.4,5.3,4.41,,
Indonesia,IDN,,,2.788209915,,,,,,,,,,,,,,,,,0.871410012,,,,,0.998549998,1.004349947,1.078549981,1.072080016,,,,2.460030079,2.645689964,3.217999935,2.748470068,2.872819901,,3.044250011,2.901900053,3.525130033,2.81227994,3.2,3.41,3.4,3.3,3.6,,,,,
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.856389999,2.61943996,2.903909922,2.775789976,,3.076004982,3.364639997,3.40350008,,3.403559923,3.61195004,3.521014929,3.1,3.34,3.3,3.7,3.8,3.3,3.8,3.70,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.361360073,3.572560072,4.415390015,4.324790001,,,3.613409996,3.352540016,3.188750029,3.142849922,,,3.278249979,3.377690077,3.8,3.87,3.8,,,,,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,4.481040001,4.6113801,4.603050232,4.680419922,,4.291349888,5.079239845,5.06155014,5.281799793,5.315849781,5.725160122,5.383080006,5.440030098,5.275380135,5.242090225,5.2948699,5.522200108,5.010159969,4.707389832,4.595059872,4.776949883,4.999639988,5.10943985,5.182509899,4.865799904,4.748290062,,4.293129921,4.140850067,4.136640072,4.091869831,4.106040001,4.20554018,4.486299992,4.522160053,4.545509815,4.712240219,5.444149971,6.135089874,6.038040161,5.9,5.77,5.3,4.9,3.8,3.7,3.5,,,
"Iran, Islamic Rep.",IRN,,2.770339966,2.766720057,2.876679897,2.690340042,2.965569973,,5.416259766,,,,7.131400108,5.802050114,4.180530071,3.801609993,3.460190058,3.569910049,4.140920162,3.681299925,3.997210026,3.773910046,3.743530035,3.640460014,4.314620018,,4.081809998,3.537760019,,,4.22040987,4.030640125,4.071680069,4.484879971,4.363220215,4.296629906,4.056509972,4.289989948,4.596809864,3.913759947,3.842449903,3.709180117,3.5,3.17,3.1,2.8,2.8,3.4,3.8,3.96,,
Iraq,IRQ,,,,,,,,3.857049942,,,2.423789978,,,,,,,,,3.551500082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,4.252240181,,,5.133860111,4.748439789,4.773439884,5.209859848,,6.791530132,6.441500187,6.447169781,6.730020046,7.31757021,7.254779816,7.156290054,7.356090069,7.299240112,6.98871994,7.10258007,7.184249878,6.978479862,6.8,7.60,7.5,7.7,7.5,7.5,7.7,,,
Israel,ISR,,,,5.364520073,5.937530041,6.035429955,5.94178009,5.837900162,6.618390083,6.701960087,7.146949768,7.091909885,6.663509846,7.011590004,6.999949932,8.018369675,6.12789011,5.523320198,4.509140015,5.707290173,5.422830105,5.435420036,5.579659939,5.955420017,6.438029766,,,,6.654990196,6.423389912,6.118020058,6.37691021,6.466380119,6.34953022,5.944399834,5.759759903,5.760499954,5.502170086,5.535439968,5.494550228,5.535349846,5.6,5.70,5.9,5.8,5.9,5.9,6.1,,,
Italy,ITA,3.366810083,2.898770094,,,3.83513999,3.711610079,3.919519901,,3.780359983,4.163730145,,,,4.488059998,4.774569988,4.689809799,4.654900074,,4.5927701,,,,,4.733890057,4.433310032,4.318649769,4.447639942,,4.45031023,4.510849953,4.291079998,4.650090218,4.432409763,4.541790009,4.385200024,4.238299847,4.52545023,4.10503006,4.387949944,4.523719788,4.334119797,4.1,4.06,4.1,4.1,4.1,3.8,4.0,,,
Jamaica,JAM,,,,3.631439924,4.248970032,5.228789806,5.858329773,6.026519775,,,,,,,,5.391900063,4.603980064,,3.940860033,5.183979988,4.779160023,4.383069992,3.336659908,3.214030027,4.064189911,3.389080048,3.677730083,4.379539967,,,4.983469963,5.381030083,5.375229836,4.256849766,3.912549973,4.616419792,,5.49022007,6.191319942,6.198480129,6.370600224,6.3,6.11,6.3,6.0,5.5,5.3,5.3,5.41,5.2,
Jordan,JOR,3.63003993,3.297689915,2.387429953,2.486939907,3.557689905,3.763479948,3.533930063,3.679899931,3.681169987,5.081729889,,5.167319775,5.089159966,4.927959919,5.936950207,,3.284379959,3.296570063,4.047570229,5.643869877,,,,,,,7.373980045,6.276690006,,4.875470161,,,,,,,,,,,,,,,,,3.5,3.3,3.03,3.1,
Japan,JPN,,3.656300068,4.011310101,4.042970181,4.040030003,4.668990135,4.850820065,4.840270042,4.894410133,5.057449818,5.068719864,5.064400196,5.046060085,4.824269772,,,,5.596519947,5.556049824,5.36714983,,,,3.429039955,3.635669947,3.465729952,,,3.356029987,3.433300018,3.516170025,3.457070112,3.46536994,3.523689985,3.483069897,3.368619919,3.329090118,3.330940008,3.319149971,,3.639499903,3.6,3.69,3.7,3.6,,3.2,3.2,,,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,4.034450054,3.923710108,4.373429775,,3.892570019,3.25661993,,3.029700041,,2.25590992,2.263530016,2.626780033,2.831389904,2.589459896,3.060719967,,,,,,2.8,3.0,2.8,2.62,,
Kenya,KEN,,3.929820061,4.476339817,4.650519848,5.065509796,5.60612011,5.744100094,5.136320114,,,5.387879848,5.923729897,5.678120136,5.438300133,4.580959797,5.199769974,6.013790131,,6.600550175,6.035719872,,6.570670128,6.075900078,6.029150009,5.924019814,,,,,5.323239803,5.186729908,5.206210136,6.171999931,6.494269848,6.796929836,7.335649967,7.049839973,,,,5.508220196,5.3,5.51,5.4,5.3,5.3,5.4,5.4,5.31,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,5.588190079,6.156429768,4.902609825,,4.919630051,4.08521986,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.8,7.38,6.8,5.5,6.0,6.6,6.0,,,
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259070039,,1.655990005,1.722219944,1.711210012,,1.719820023,,,1.599300027,,1.665680051,1.533789992,1.5,1.56,2.1,1.9,,,,2.16,,
Kiribati,KIR,4.793129921,4.266429901,,,3.135109901,,,,,,,,,,,,,,,,,,,,,,,,,10.87100983,11.18587017,11.98812008,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,3.964979887,,2.641119957,,2.197969913,,1.998469949,2.303879976,,,2.576430082,,,4.020569801,3.322649956,4.611090183,4.265309811,3.792390108,3.662580013,3.803639889,3.628999949,4.059259892,4.193809986,,,,,,,,2.6,,,,,
"Korea, Rep.",KOR,3.414040089,3.739180088,3.220750093,2.680219889,,2.089250088,2.754570007,2.426419973,,3.018830061,3.458739996,2.898629904,6.329669952,4.315380096,4.005320072,3.986449957,3.635940075,3.374239922,2.747370005,3.062629938,3.03873992,3.489249945,3.577889919,3.69698,3.01831007,2.93543005,,,3.368139982,3.369290113,,,,,,,,,,,,,,,,,4.3,,,,
Kuwait,KWT,,3.287339926,2.815749884,3.303689957,3.521600008,2.135540009,3.115080118,3.368669987,4.081850052,3.428560019,2.791019917,2.719140053,3.03350997,5.090270042,5.148880005,5.007619858,5.400839806,,,,,,14.19882965,,,,5.859610081,5.582630157,,,,6.585830212,6.551109791,,5.535069942,4.738339901,3.759979963,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.645864964,3.800620079,3.948930025,4.04286015,3.883855104,3.535049915,3.974479914,,4.022464991,4.083010197,4.832239866,5.463550091,4.83382988,4.7,4.64,5.0,5.3,5.0,4.3,4.5,,,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,2.334569931,,,,2.429749966,2.130199909,,,1.503690004,1.990280032,2.825220108,,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.7,1.82,3.2,2.9,,,,,,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,1.66652,1.93125999,2.224630117,2.084670067,,,,,2.841480017,2.552710056,,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.7,2.15,2.4,,,,,,,
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.701660037,,,,1.78,1.7,2.3,,,2.8,2.58,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.264169931,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,5.538790226,,,,4.154679775,,,,,,,,6.532380104,,,,5.528940201,5.449940205,,5.707330227,,3.534490108,3.436460018,4.238959789,4.696690083,,4.483530045,3.067660093,3.482899904,3.6,3.27,3.9,3.9,3.9,5.2,,3.33,,
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,2.99456501,,,3.340150118,3.764919996,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,,3.792889953,3.855165124,4.639089823,5.325745106,4.670629978,4.4,,5.0,5.3,4.9,4.6,4.5,,,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.584830046,2.593400002,2.682824969,2.636595011,,2.812619925,2.978379965,,,2.777280092,2.95720005,3.421319962,2.6,2.87,3.3,3.4,3.7,3.1,3.9,3.70,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.819469929,2.645479918,3.168314934,,,3.107130051,,,,3.013295054,,3.04429996,3.1,3.04,3.1,3.3,3.6,3.0,3.4,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46013999,2.433330059,,2.053809881,1.921190023,2.048369884,,,2.6,,,,,,,,,
Sri Lanka,LKA,,,,3.316400051,,2.74454999,,,,2.567430019,2.704169989,2.442209959,2.558500051,2.39060998,2.165260077,2.576139927,2.805419922,2.644330025,2.826359987,2.755160093,2.410929918,2.915580034,,,3.108530045,2.957600117,3.343600035,,3.051419973,,,,,,,,,,,2.055900097,1.717740059,1.8,1.50,1.6,1.9,2.2,3.4,2.8,2.12,,
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85164988,3.001600027,,3.225579977,3.374040008,3.352540016,3.546250105,3.605360031,,4.339139938,4.661630154,4.547580004,4.1,4.69,4.7,4.5,,4.4,4.4,3.99,,
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70934999,3.430170059,3.684484959,3.271494985,,3.286334991,3.52218008,3.669059992,3.60984993,3.938780069,4.309355021,3.944570065,3.8,3.74,3.8,4.0,4.1,3.8,4.1,,,
Lesotho,LSO,,4.641550064,4.526509762,4.866559982,4.234240055,,,,,,,,,10.09694004,6.428410053,7.088580132,,,7.216639996,6.202280045,,,,8.577030182,7.025430202,8.64097023,,11.36400986,,12.49934959,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,,12.08349991,,,,,,,,,8.0,6.99,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,3.814640045,3.794295073,,4.112339973,4.140850067,3.853990078,3.894940019,4.093625069,4.207555056,4.079349995,3.93859005,3.891489983,4.291189909,4.334774971,4.796509981,4.900140047,4.6,4.61,4.9,4.9,4.7,4.6,4.5,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,4.764920235,4.843719959,5.449550152,6.116010189,,,5.840380192,5.79253006,5.108510017,5.169159889,4.873189926,4.820549965,4.590549946,4.83453989,5.577410221,5.312739849,5.1,4.77,4.6,4.5,4.2,4.0,3.8,,,
Luxembourg,LUX,2.221940041,2.757839918,2.647480011,2.716589928,,3.306469917,3.491549969,3.568030119,4.191579819,4.252870083,4.397019863,4.52835989,5.095980167,3.206640005,,,3.660769939,3.944000006,3.877629995,3.740530014,,,,,,3.534490108,3.336110115,,,,,3.555799961,,,,,,,,,,,4.09,,4.0,3.9,,3.6,,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,5.278110027,5.529270172,5.824299812,5.550980091,5.290649891,5.465030193,5.618460178,5.074510098,4.861130238,,4.71378994,4.656740189,5.395989895,5.55632019,5.072710037,4.9,6.58,7.0,5.3,5.3,4.7,4.4,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.377569914,3.36597991,3.340869904,2.734019995,2.861999989,2.797640085,2.245640039,2.290649891,2.206389904,2.054519892,2.207920074,2.546469927,2.629499912,2.7,3.34,2.0,2.0,3.0,3.1,2.7,2.74,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,4.671689987,4.275489807,5.212709904,6.027120113,6.084249973,6.20182991,6.315480232,5.104859829,5.689260006,6.122680187,6.174670219,5.190130234,5.102169991,5.259280205,5.162139893,4.577819824,4.757329941,4.510489941,4.303160191,,4.824969769,,4.734809875,,,5.115540028,5.140160084,,,,,,,,,5.342150211,5.260640144,,,,,,,,,,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,0.881030023,0.957520008,,,0.913600028,,,1.06456995,1.082239985,1.212419987,1.208829999,1.195279956,1.255360007,,,,1.243860006,,,,,1.354590058,1.31735003,1.6,1.78,1.3,1.0,,1.4,1.5,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,9.896639824,,,4.662559986,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.1,6.98,,6.3,,5.6,5.6,5.44,,
Madagascar,MDG,,,3.217370033,2.711149931,2.673759937,2.516680002,3.25500989,5.053949833,,3.97033,3.357110023,2.879909992,2.32178998,1.989009976,2.204519987,2.071460009,,,,,,,,1.775449991,,,,1.538460016,1.588790059,2.405009985,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,,2.4,2.34,1.8,2.4,2.2,2.7,,2.83,,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.77493,4.117469788,3.5,3.76,3.8,3.5,4.4,4.1,,,,
Middle East & North Africa,MEA,,,,,,3.934509993,,4.982919931,,,4.840194941,5.27562499,5.608300209,5.339560032,5.727200031,,5.400839806,,,4.317100048,,,,4.569794893,,,4.671569824,,,,,6.20182991,,,5.371479988,,4.289989948,,4.466135025,,,,,,,,,,,,
Mexico,MEX,,,,,,,,,,,,,,,,,,,,2.282010078,2.324980021,2.548000097,3.005019903,,3.647089958,3.692559958,,,3.365289927,3.535360098,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.1,5.10,4.7,5.3,5.2,4.9,4.5,,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73182964,,,8.208979607,11.81980038,,,,,,,,,,,,,,,,,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08521986,3.607439995,3.708529949,3.396905065,3.645974994,3.486520052,3.899299979,3.866260052,3.654980063,4.185910225,4.57174015,4.524564981,4.1,4.02,4.1,4.5,,4.1,4.4,,,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,4.733449936,4.630569935,4.52628994,4.271230221,4.303110123,,,,,,3.300149918,,,,,,,,,,,,,,,,,,
Mali,MLI,,,,,,,,,3.559590101,,3.470659971,3.447940111,3.278850079,,,,2.435369968,,,,,,,,,,,,2.649590015,2.231839895,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,,,3.403559923,3.869040012,3.343889952,3.8,3.48,3.3,3.6,3.8,3.1,3.8,,,
Malta,MLT,,6.15196991,5.549990177,5.26970005,4.493100166,4.422210217,3.831890106,3.897609949,3.348829985,3.153640032,,2.865329981,2.854079962,3.314690113,3.078720093,3.248339891,3.105720043,3.16531992,3.338239908,3.58874011,3.831419945,3.920300007,4.314099789,,,,,,4.277430058,,,,4.146259785,,4.474339962,,,5.981349945,5.570610046,5.170370102,6.454889774,7.8,6.52,7.9,7.2,5.2,5.2,4.8,,,
Myanmar,MMR,,,2.865099907,3.27380991,,1.987390041,1.726189971,1.637820005,1.643659949,,,,,,,,,,,,,,,,,1.202479959,,,,,,,,,,,,,,,,0.8,,,,,,2.1,1.92,1.93,
Middle East & North Africa (excluding high income),MNA,,,,,,,,4.982919931,,,4.840194941,,5.705175161,,,,,,,4.317100048,,,,,,,4.185309887,,,,,,,,,,,,4.466135025,,,,,,,,,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.948970079,5.493020058,5.145659924,5.550370216,,7.210780144,,4.325729847,,,4.690130234,,5.144849777,4.645100117,4.6,5.20,4.9,4.7,4.2,5.2,4.1,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78144002,2.819469929,,,,,3.345149994,4.019869804,3.883069992,,,,,,5.67,6.1,,,5.9,5.5,5.50,,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585800052,,1.722030044,,2.106839895,2.277149916,2.365010023,1.950799942,,1.958510041,,,,,2.3,2.16,2.3,,,1.9,,,1.90,
Mauritius,MUS,,,,,,,,4.440899849,5.565969944,,,5.053979874,4.603779793,4.453730106,4.086810112,3.963089943,3.483570099,3.057359934,3.131449938,3.515670061,3.170340061,3.509890079,,,,,,,,3.93975997,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.3,3.42,3.6,4.9,4.9,5.0,5.0,4.83,4.72,
Malawi,MWI,,4.404789925,3.383399963,3.33149004,3.087090015,2.703789949,2.422310114,,,,,,,,,,3.19866991,3.525079966,3.171439886,3.176350117,3.270539999,,,,,4.008850098,5.381259918,,,4.994909763,5.247970104,4.508979797,,3.215660095,,,,,,,3.539799929,4.2,,5.4,4.8,5.6,4.7,4.0,4.71,,
Malaysia,MYS,,4.550940037,,,,,,,,5.087609768,5.72619009,6.696969986,7.03278017,,5.66629982,6.11111021,7.243360043,6.326000214,,,,,5.111430168,4.654630184,4.705289841,4.342549801,4.913849831,4.620379925,,5.686789989,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.8,5.74,5.5,5.2,4.9,4.8,4.7,4.48,4.16,
North America,NAC,,7.710189819,7.615409851,7.037499905,6.689630032,6.442949772,6.720990181,6.733530045,7.097670078,6.714749813,6.484670162,6.43061018,6.519139767,6.880430222,6.644040108,6.212870121,6.04418993,6.32446003,6.176149845,6.098320007,5.991990089,6.884300232,6.770939827,7.704259872,6.680019855,6.324450016,,,5.511970043,5.549940109,5.441999912,4.969560146,5.01072979,,,4.782149792,,4.780360222,4.638259888,4.852640152,5.36992979,5.3,,4.9,5.0,,,,,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.217549801,6.991390228,7.047440052,6.899199963,6.274879932,,,6.156459808,,6.483980179,,8.349610329,,,,,,,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,,1.052270055,,,,,,,,,,,,,,,,,,,2.060300112,2.292059898,2.226560116,2.049599886,2.254689932,2.318650007,2.134010077,,,2.584830046,2.562649965,2.281209946,2.401629925,1.936300039,,,2.563410044,3.03008008,2.741290092,3.356019974,2.744709969,3.1,3.21,3.7,5.1,4.5,3.0,2.6,3.55,,
Nigeria,NGA,,,,,3.210170031,3.063689947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,2.038589954,2.492029905,,,,,,,,2.822779894,3.262409925,,3.792680025,,5.978899956,,,5.351749897,,,,,2.984970093,,,,,,2.225850105,2.923650026,3.001600027,,2.391010046,2.422009945,,,,,,,4.484220028,,,,4.1,4.1,4.1,4.4,,,
Netherlands,NLD,6.221149921,6.328199863,6.318490028,5.842949867,6.335889816,6.371660233,6.312290192,6.182509899,6.184420109,6.090330124,5.892799854,5.749370098,5.695010185,5.500790119,5.090109825,5.472879887,5.56155014,5.897920132,5.471459866,,5.228789806,5.161650181,,4.756609917,4.663249969,4.578879833,4.494190216,,4.540569782,4.506999969,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.5,5.41,5.5,5.5,5.3,5.5,5.2,,,
Norway,NOR,,,5.904059887,5.891719818,5.673659801,5.550220013,6.163599968,5.972809792,6.444349766,,5.780149937,5.543640137,5.678850174,5.646299839,5.429369926,5.255670071,5.539830208,5.788070202,5.865970135,6.299860001,6.310379982,6.373219967,6.63613987,7.676640034,7.830430031,7.695680141,7.138050079,7.30343008,7.360779762,6.966479778,6.467269897,6.830629826,7.437290192,7.416359901,7.298270226,6.865069866,6.382760048,6.534399986,6.285220146,7.10337019,6.746339798,6.5,7.37,7.5,7.7,7.6,8.0,7.9,,,
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.892879963,2.89331007,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.8,3.76,3.5,4.0,3.7,4.4,5.5,5.10,,
